record_id,title,author,date,subject,lcsh,resource_type,data_sources,language,origin,link,summary,download,format,objectid,filename
NLIN1922 P1017,La Palestine Newspaper,,9/15/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/15/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,3c6687a4-b6b6-4138-84d1-4ee2716dc223,https://www.nli.org.il/ar/newspapers/falastin/1922/09/15/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1018,La Palestine Newspaper,,9/19/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/19/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,7dad971d-ec52-4a58-94dd-cf8485fa180c,https://www.nli.org.il/ar/newspapers/falastin/1922/09/19/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1019,La Palestine Newspaper,,9/22/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/22/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,6cf245b1-5db3-4f1d-b445-7f5e7003c2d1,https://www.nli.org.il/ar/newspapers/falastin/1922/09/22/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1020,La Palestine Newspaper,,9/26/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/26/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,94686ed5-fbf8-4eaf-aab0-f1409837a3fe,https://www.nli.org.il/ar/newspapers/falastin/1922/09/26/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1021,La Palestine Newspaper,,9/29/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/29/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,b7c027cf-3381-4fd7-9eff-f146f0afc148,https://www.nli.org.il/ar/newspapers/falastin/1922/09/29/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1022,La Palestine Newspaper,,10/1/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/01/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,8fa44d1c-4d07-431d-96b7-f0d5741a152c,https://www.nli.org.il/ar/newspapers/falastin/1922/09/01/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1023,La Palestine Newspaper,,10/5/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/05/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,7d7c8e13-d5b9-4173-b01d-acab32df30b9,https://www.nli.org.il/ar/newspapers/falastin/1922/09/05/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1024,La Palestine Newspaper,,10/8/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/08/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,eee43814-e38c-466f-88e4-02cc47e143ff,https://www.nli.org.il/ar/newspapers/falastin/1922/09/08/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1025,La Palestine Newspaper,,10/12/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/12/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,c7437646-f620-4d55-8caf-f0955187bc60,https://www.nli.org.il/ar/newspapers/falastin/1922/09/12/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1026,La Palestine Newspaper,,10/15/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/?a=d&d=falastin19220915-01.1.1&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,a0df0c23-2eb3-4a87-b499-a17f0adf7629,https://www.nli.org.il/ar/newspapers/?a=d&d=falastin19220915-01.1.1&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1027,La Palestine Newspaper,,10/19/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/?a=d&d=falastin19220919-01.1.1&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,9f24893d-323e-4525-987a-7b6bbad1630a,https://www.nli.org.il/ar/newspapers/?a=d&d=falastin19220919-01.1.1&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1028,La Palestine Newspaper,,10/22/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/22/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,947b0ea1-71ff-49b5-8d77-bfd170042f79,https://www.nli.org.il/ar/newspapers/falastin/1922/09/22/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1029,La Palestine Newspaper,,10/26/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/26/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,e27eebca-aaa8-47ec-ab09-ad5f091c70b0,https://www.nli.org.il/ar/newspapers/falastin/1922/09/26/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1030,La Palestine Newspaper,,10/29/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/09/29/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,f1987c39-9777-46fc-b28c-8633471ceedd,https://www.nli.org.il/ar/newspapers/falastin/1922/09/29/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
NLIN1922 P1031,La Palestine Newspaper,,11/3/1922 0:00,Palestine; newspaper,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; newspaper; newspaper advertising; newspaper ads; newspapers; ____ newspapers; press; periodicals; clippings,text,Archive,Arabic,National Library of Israel News,https://www.nli.org.il/ar/newspapers/falastin/1922/11/03/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1,,yes,record,aed9f30e-0870-4ecd-a588-a4d6521383ac,https://www.nli.org.il/ar/newspapers/falastin/1922/11/03/01/?&e=-------ar-20--1--img-txIN%7ctxTI--------------1
